Company Sales Performance Report & Forecast Data,,,,,,,,,,
Confidential - Internal Use Only,,,,,,,,,,
Generated on: 2026-07-16,,,,,,,,,,
,,,,,,,,,,
Order ID,Order_Date,Customer Name,Region ,Product Category,Revenue ($),Quantity,Status,Blank_Column_1,Blank_Column_2,Blank_Column_3
ORD-01132,11-12-2024,Geeta Pandey,West,Furniture,14700.12,1,Active,nan,,nan
ORD-01440,16-05-2023,Suresh Rao,West,Furniture,14964.13,7,Active,nan,,nan
ORD-01053,Not Available,Kavya Nair,North,Office Supplies,3168.55,18,Active,nan,,nan
ORD-01403,12-07-2024,Sanjay Joshi,West,Office Supplies,$142.86,24, Active,nan,,nan
ORD-01198,13-10-2023,nan,North,Furniture,15259.25,1,Active,nan,,nan
ORD-02442,26-05-2024,Bhavna Dubey,South,Furniture   ,2881.91,1,Active,nan,,nan
ORD-01951,27-02-2024,Divya Kaur,North,Furniture,13150.18,3,Active,nan,,nan
ORD-01909,07-07-2024,  Yash Agarwal  ,  North ,Furniture,16288.28,1,Active,nan,,nan
ORD-02382,24-08-2024,Ananya Sharma,North,Office Supplies,2668.35,4,Active,nan,,nan
ORD-01633,08-09-2024,Varun Naik,North,Office Supplies,$0.00,11,Cancelled,nan,,nan
ORD-01326,nan,Bhavna Dubey,South,Electronics   ,15416.24,4,Active,nan,,nan
ORD-01532,21-07-2024,Dev Mathur,East,Furniture,5563.99,2,Active,nan,,nan
ORD-01587,23-11-2024,Ananya Sharma,North,Electronics   ,10800.94,3,Active,nan,,nan
ORD-02053,29-02-2024,Pooja Iyer,North,Office Supplies,346.97,7,Active,nan,,nan
ORD-01027,06-07-2024,Neha Tiwari,North,Furniture,17914.14,6,Active,nan,,nan
ORD-01856,nan,Lakshmi Venkat,  North ,Electronics,19697.96,1, Active,nan,,nan
ORD-02222,14-04-2024,Asha Kulkarni,South,Furniture,17004.2,8, Active,nan,,nan
ORD-01580,27-05-2024,Rahul Verma,West,Furniture,9678.14,7,nan,nan,,nan
ORD-02134,23-02-2024,Meena Krishnan,North,Electronics   ,0.0,3, Cancelled,nan,,nan
ORD-01248,23-10-2023,Suresh Rao,West,Electronics   ,11339.03,5,Active,nan,,nan
ORD-01425,02-02-2024,Sunita Menon,East,Office Supplies,1373.8,6, Active,nan,,nan
ORD-01645,18-07-2023,Tara Saxena,  East ,Office Supplies,0.0,6,Cancelled,nan,,nan
ORD-02212,07-03-2023,Gaurav Mishra,South,Office Supplies,832.08,18,Active,nan,,nan
ORD-01275,nan,Riya Malhotra,East,Electronics,NA,2,Active,nan,,nan
ORD-01978,13-12-2024,Divya Kaur,  North ,Office Supplies,2426.51,16,Active,nan,,nan
ORD-01520,06-12-2024,Tara Saxena,East,Office Supplies,56.2,23,Active,nan,,nan
ORD-01230,01-09-2024,Arjun Reddy,  South ,Furniture   ,11689.83,6,Active,nan,,nan
ORD-01384,03-02-2024,Dev Mathur,East,Office Supplies,0.0,23, Cancelled,nan,,nan
ORD-02323,04-06-2024,Nidhi Bhatt,South,Electronics   ,nan,4,Active,nan,,nan
ORD-01406,09-03-2024,Divya Kaur,West,Office Supplies,0.0,17, Cancelled,nan,,nan
ORD-02262,04-02-2024,Sneha Gupta,  East ,Furniture,16106.3,5,Active,nan,,nan
ORD-01476,08-09-2023,Priya Patel,East,Furniture,16588.01,3,Active,nan,,nan
ORD-01360,24-08-2024,Padma Subramaniam,  West ,Electronics,39230.74,3,Active,nan,,nan
ORD-01860,07-10-2024,Vikram Singh,  West ,Furniture,0.0,5,Returned,nan,,nan
ORD-01481,31-07-2024,Vivek Chopra,West,Electronics,21305.56,5,Active,nan,,nan
ORD-01201,26-05-2023,Rohan Mehta,South,Office Supplies,792.21,five,Active,nan,,nan
ORD-01753,nan,Gaurav Mishra,South,Office Supplies   ,"$2,022.15",28,Active,nan,,nan
ORD-01621,12-04-2024,Gaurav Mishra,South,Electronics,"$36,893.22",4,Active,nan,,nan
ORD-01960,26-02-2024,Sneha Gupta,  East ,Office Supplies   ,0.0,8,Cancelled,nan,,nan
ORD-01751,12-08-2024,Dev Mathur,  East ,Furniture,0.0,8,Returned,nan,,nan
ORD-01895,01-02-2023,Gaurav Mishra,South,Office Supplies   ,1893.24,6,Active,nan,,nan
ORD-02158,06-08-2023,Divya Kaur,  North ,Office Supplies,2110.33,3,Active,nan,,nan
ORD-01049,20-07-2024,  Amit Kumar  ,South,Office Supplies   ,NA,11,Active,nan,,nan
ORD-02122,01-06-2023,Suresh Rao,West,Office Supplies,"$2,691.08",28,Active,nan,,nan
ORD-01956,28-06-2024,Smita Patil,East,Furniture,NA,5,Active,nan,,nan
ORD-01596,06-03-2024,Sneha Gupta,East,Furniture,"$11,323.52",nan,Active,nan,,nan
ORD-01921,29-12-2024,Ajay Rastogi,North,Electronics,26973.61,4, Active,nan,,nan
ORD-02479,16-05-2024,Sneha Gupta,nan,Office Supplies   ,"$2,023.95",10,Active,nan,,nan
ORD-01103,15-12-2023,Nikhil Desai,South,Office Supplies   ,3086.37,18.5,Active,nan,,nan
ORD-01558,15-11-2023,Varun Naik,  North ,Office Supplies   ,3083.7,1,Active,nan,,nan
ORD-02472,27-03-2023,Meena Krishnan,  North ,Office Supplies   ,544.19,7,Active,nan,,nan
ORD-01615,12-01-2023,Deepa Pillai,East,Furniture,15378.12,3,Active,nan,,nan
ORD-01422,2024-02-31,Nidhi Bhatt,South,Furniture,$0.00,3,Cancelled,nan,,nan
ORD-01647,14-06-2023,Nidhi Bhatt,South,Electronics   ,15410.88,2,Active,nan,,nan
ORD-01836,21-04-2023,Rohan Mehta,South,Office Supplies,"$1,383.51",13,Active,nan,,nan
ORD-02193,09-02-2024,Rahul Verma,West,Furniture,12544.97,unknown,Active,nan,,nan
ORD-01849,26-02-2024,Vivek Chopra,West,Office Supplies,nan,9,Active,nan,,nan
ORD-01102,30-01-2023,Geeta Pandey,West,Electronics,22349.71,3,Active,nan,,nan
ORD-02177,26-02-2023,Kavya Nair,North,Office Supplies,1365.8,13,Active,nan,,nan
ORD-01814,13-09-2023,Riya Malhotra,East,Furniture   ,"$1,926.72",7,nan,nan,,nan
ORD-01292,25-10-2023,Divya Kaur,  North ,Furniture,4694.38,3,Active,nan,,nan
ORD-02380,05-12-2024,Lakshmi Venkat,  North ,Office Supplies,1713.35,11, Active,nan,,nan
ORD-02320,16-07-2023,Dev Mathur,  East ,Furniture,5927.74,7,Active,nan,,nan
ORD-02061,07-05-2024,Ajay Rastogi,  North ,Furniture,0.0,8, Cancelled,nan,,nan
ORD-02086,16-11-2023,Yash Agarwal,  North ,Furniture,5443.43,7, Active,nan,,nan
ORD-01610,14-05-2023,Manish Srivastava,East,Electronics   ,40031.65,4,Active,nan,,nan
ORD-01567,21-01-2024,Smita Patil,East,Electronics,21428.05,5,Active,nan,,nan
ORD-01182,14-05-2023,Dev Mathur,  East ,Electronics,5658.74,1,Active,nan,,nan
ORD-01807,Not Available,Yash Agarwal,  North ,Furniture   ,10036.44,6,Active,nan,,nan
ORD-01708,18-10-2023,Tarun Mukerjee,East,Furniture   ,0.0,1, Cancelled,nan,,nan
ORD-01042,29-08-2023,Rajesh Choudhury,South,Office Supplies   ,899.44,20,Active,nan,,nan
ORD-01725,18-02-2024,Ajay Rastogi,South,Furniture,9260.41,2,Active,nan,,nan
ORD-01675,2023/01/05,  Lakshmi Venkat  ,North,Electronics,32279.2,nan,Active,nan,,nan
ORD-01975,2024/08/03,Dev Mathur,  East ,Furniture,6201.88,5,Active,nan,,nan
ORD-02416,20-06-2023,Arjun Reddy,  South ,Furniture,"$2,506.86",2, Active,nan,,nan
ORD-01437,06-08-2024,Smita Patil,  East ,Office Supplies,0.0,11, Cancelled,nan,,nan
ORD-02139,29-03-2024,Divya Kaur,  West ,Furniture   ,ERROR,unknown,Active,nan,,nan
ORD-01638,nan,Amit Kumar,  North ,Electronics,"$12,600.44",2, Active,nan,,nan
ORD-02242,22-12-2024,Varun Naik,  North ,Electronics   ,nan,4,Active,nan,,nan
ORD-01421,17-11-2024,Geeta Pandey,West,Office Supplies   ,1131.24,13,Active,nan,,nan
ORD-01804,03-11-2024,Suresh Rao,  West ,Electronics,25482.32,5,nan,nan,,nan
ORD-01467,2023/03/27,nan,South,Electronics,24508.45,4,Active,nan,,nan
ORD-01677,03-01-2024,  Vivek Chopra  ,West,Electronics,8569.04,5,Active,nan,,nan
ORD-01128,27-11-2023,Tarun Mukerjee,East,Electronics   ,10918.46,5,Active,nan,,nan
ORD-01923,04-09-2024,Sneha Gupta,  East ,Office Supplies   ,2711.13,13,Active,nan,,nan
ORD-02368,2023/03/21,Ananya Sharma,North,Electronics,20277.08,2,Active,nan,,nan
ORD-02151,19-12-2024,Deepa Pillai,West,Office Supplies,947.54,3,Active,nan,,nan
ORD-01110,10-05-2024,Nikhil Desai,South,Office Supplies,2108.93,nan, Active,nan,,nan
ORD-02502,15-03-2024,Sunita Menon,East,Electronics   ,0.0,0.5, Active,nan,,nan
ORD-01380,06-12-2023,  Ajay Rastogi  ,North,Electronics,40349.77,1,Active,nan,,nan
ORD-02110,11-06-2024,Sunita Menon,East,Office Supplies,1670.46,1,Active,nan,,nan
ORD-01839,11-09-2023,Asha Kulkarni,  South ,Furniture,7263.18,3,Active,nan,,nan
ORD-01196,06-09-2024,Vivek Chopra,  West ,Office Supplies,"$1,800.57",5, Active,nan,,nan
ORD-01215,24-12-2023,Smita Patil,East,Office Supplies,ERROR,five,Active,nan,,nan
ORD-01357,27-02-2024,  Sunita Menon  ,East,Electronics,"$17,968.12",3,Active,nan,,nan
ORD-01222,31-08-2024,Varun Naik,North,Office Supplies,ERROR,26,Cancelled,nan,,nan
ORD-02105,Not Available,Vikram Singh,North,Electronics   ,0.0,3,Cancelled,nan,,nan
ORD-02081,25-06-2023,Dev Mathur,  North ,Electronics   ,41485.09,4,Active,nan,,nan
ORD-02285,29-11-2024,Tarun Mukerjee,East,Electronics   ,26796.87,1,Active,nan,,nan
ORD-01560,22-12-2024,Neha Tiwari,  North ,Furniture,0.0,2,Cancelled,nan,,nan
ORD-02293,Not Available,Sneha Gupta,  West ,Electronics,26989.86,3,Active,nan,,nan
ORD-01961,18-10-2023,Meena Krishnan,North,Electronics,28177.36,1,nan,nan,,nan
ORD-01224,02-05-2024,Varun Naik,North,Electronics,0.0,3,Cancelled,nan,,nan
ORD-01038,nan,Divya Kaur,North,Furniture,5348.91,8, Active,nan,,nan
ORD-02106,20-08-2024,Rohan Mehta,  South ,Office Supplies   ,1227.34,4,Active,nan,,nan
ORD-01687,10-02-2023,Lakshmi Venkat,North,Office Supplies,0.0,9,Cancelled,nan,,nan
ORD-01655,17-10-2023,Rohan Mehta,South,Furniture,9403.27,8,Active,nan,,nan
ORD-01802,25-06-2024,Priya Patel,East,Furniture,1679.46,4,Active,nan,,nan
ORD-01650,2023/08/14,Sanjay Joshi,  West ,Office Supplies,NA,18,Active,nan,,nan
ORD-02246,27-05-2023,Amit Kumar,South,Furniture   ,nan,5,Active,nan,,nan
ORD-01462,26-05-2024,  Tarun Mukerjee  ,North,Furniture,nan,3,Active,nan,,nan
ORD-01004,14-08-2023,  Yash Agarwal  ,North,Electronics,0.0,2,Cancelled,nan,,nan
ORD-01534,13-03-2024,Arjun Reddy,South,Office Supplies,2206.56,16,Active,nan,,nan
ORD-01850,12-07-2023,Sneha Gupta,East,Electronics,34500.18,5,Active,nan,,nan
ORD-02089,09-02-2024,Rajesh Choudhury,South,Electronics,33571.3,2,Active,nan,,nan
ORD-01117,02-03-2024,Tarun Mukerjee,East,Office Supplies,828.62,17,Active,nan,,nan
ORD-01682,25-10-2023,Pooja Iyer,North,Office Supplies,362.41,12,Active,nan,,nan
ORD-01512,31-07-2024,Amit Kumar,South,Electronics   ,37782.0,unknown,Active,nan,,nan
ORD-02062,03-05-2023,  Harsh Shah  ,West,Office Supplies   ,110.53,9,Active,nan,,nan
ORD-02468,17-05-2024,Lakshmi Venkat,  North ,Furniture,$0.00,4,Cancelled,nan,,nan
ORD-01155,04-09-2023,Geeta Pandey,  West ,Electronics,ERROR,3,Active,nan,,nan
ORD-01015,29-09-2023,Pooja Iyer,North,Office Supplies,1909.47,24,Active,nan,,nan
ORD-01922,22-07-2024,Sneha Gupta,  East ,Electronics,14415.18,4, Active,nan,,nan
ORD-01681,28-04-2024,Amit Kumar,  South ,Electronics,0.0,5,Cancelled,nan,,nan
ORD-01332,02-05-2023,Bhavna Dubey,  South ,Furniture,0.0,five, Cancelled,nan,,nan
ORD-01149,24-03-2023,Gaurav Mishra,  South ,Office Supplies,1361.03,11,Active,nan,,nan
ORD-01632,12-02-2024,Gaurav Mishra,South,Furniture   ,14544.9,3,Active,nan,,nan
ORD-02499,14-04-2023,Kiran Nambiar,West,Electronics,24186.07,2, Active,nan,,nan
ORD-02156,26-09-2023,Suresh Rao,nan,Electronics,17137.99,4,Active,nan,,nan
ORD-02127,05-11-2024,Padma Subramaniam,  West ,Electronics,43399.38,4,Active,nan,,nan
ORD-01704,06-07-2024,Ananya Sharma,North,Office Supplies   ,2289.85,17, Active,nan,,nan
ORD-01966,28-11-2023,Meena Krishnan,North,Electronics   ,13056.11,1, Active,nan,,nan
ORD-01792,27-06-2024,Amit Kumar,South,Furniture,9886.43,8,Active,nan,,nan
ORD-01011,12-10-2024,Deepa Pillai,East,Electronics,8022.39,4,Active,nan,,nan
ORD-01399,27-09-2024,Divya Kaur,North,Furniture,8091.95,7,Active,nan,,nan
ORD-02421,nan,Harsh Shah,West,Furniture,11111.32,6,nan,nan,,nan
ORD-02385,04-09-2024,Yash Agarwal,North,Furniture   ,2676.53,6, Active,nan,,nan
ORD-01448,06-12-2024,Pooja Iyer,North,Furniture   ,3113.9,5,Active,nan,,nan
ORD-02251,2024-02-31,Sarita Bansal,West,Electronics,40590.8,nan,Active,nan,,nan
ORD-02209,30-03-2023,Manish Srivastava,East,Electronics,7709.08,4,Active,nan,,nan
ORD-01487,14-04-2024,Arjun Reddy,nan,Office Supplies   ,$510.62,27,Active,nan,,nan
ORD-01494,Not Available,  Arjun Reddy  ,South,Furniture   ,0.0,1,Cancelled,nan,,nan
ORD-02082,15-12-2024,  Nidhi Bhatt  ,South,Office Supplies   ,3354.23,6,Active,nan,,nan
ORD-01777,19-04-2024,Priya Patel,East,Electronics,3276.89,4,Active,nan,,nan
ORD-01204,29-03-2024,Kiran Nambiar,  West ,Furniture,0.0,4, Returned,nan,,nan
ORD-01990,01-03-2024,Deepa Pillai,  East ,Office Supplies,619.27,8,Active,nan,,nan
ORD-02133,2023/08/30,Kiran Nambiar,West,Electronics   ,8541.82,3,Active,nan,,nan
ORD-01795,14-07-2023,  Asha Kulkarni  ,South,Office Supplies,581.75,10, Active,nan,,nan
ORD-01439,19-05-2023,Sunita Menon,East,Furniture   ,NA,3, Cancelled,nan,,nan
ORD-02021,24-03-2023,Sarita Bansal,  West ,Office Supplies,0.0,17,Cancelled,nan,,nan
ORD-01733,30-11-2024,Neha Tiwari,  North ,Electronics,11180.87,2.5,Active,nan,,nan
ORD-02164,05-01-2024,Kiran Nambiar,West,Furniture,11148.89,5,Active,nan,,nan
ORD-01266,09-06-2024,Deepa Pillai,East,Electronics   ,38311.18,4,Active,nan,,nan
ORD-02454,11-06-2024,Gaurav Mishra,South,Electronics,28512.19,4,Active,nan,,nan
ORD-01220,28-08-2024,Vikram Singh,West,Electronics   ,14520.03,4,Active,nan,,nan
ORD-01538,01-04-2024,Priya Patel,East,Furniture,4962.19,nan,Active,nan,,nan
ORD-01430,21-06-2023,Arjun Reddy,  South ,Electronics,13710.37,3,Active,nan,,nan
ORD-02288,28-11-2024,Padma Subramaniam,  West ,Electronics,42254.75,1, Active,nan,,nan
ORD-01306,12-11-2023,Rohan Mehta,South,Furniture,0.0,4,Cancelled,nan,,nan
ORD-02427,2024/03/14,Manish Srivastava,East,Office Supplies   ,"$3,172.95",24,Active,nan,,nan
ORD-01993,29-10-2024,Nidhi Bhatt,  South ,Furniture,0.0,8.5,Cancelled,nan,,nan
ORD-01281,08-11-2023,Deepa Pillai,  East ,Office Supplies   ,827.87,17,Active,nan,,nan
ORD-01071,23-06-2023,Arjun Reddy,South,Office Supplies,2233.65,11,Active,nan,,nan
ORD-01146,10-11-2024,Amit Kumar,South,Electronics,6380.09,5,Active,nan,,nan
ORD-01806,20-06-2023,Sanjay Joshi,West,Office Supplies   ,1214.42,6,Active,nan,,nan
ORD-01181,03-12-2023,Amit Kumar,South,Office Supplies,59.78,28, Active,nan,,nan
ORD-01651,18-02-2024,Arjun Reddy,South,Electronics,30119.38,3,Active,nan,,nan
ORD-01002,12-07-2024,Arjun Reddy,South,Electronics,2117.04,2, Active,nan,,nan
ORD-01983,03-07-2024,Amit Kumar,  South ,Electronics   ,0.0,1,Cancelled,nan,,nan
ORD-01434,03-02-2023,Yash Agarwal,  North ,Electronics   ,0.0,1,Returned,nan,,nan
ORD-01069,21-10-2023,Aakash Bhat,South,Office Supplies   ,2142.98,11, Active,nan,,nan
ORD-01024,03-09-2023,Vikram Singh,West,Office Supplies,0.0,3,Cancelled,nan,,nan
ORD-02420,29-04-2024,Gaurav Mishra,South,Furniture,6862.9,6,Active,nan,,nan
ORD-02424,12-09-2023,Harsh Shah,West,Office Supplies   ,"$2,323.12",unknown,nan,nan,,nan
ORD-02476,23-04-2023,Padma Subramaniam,  West ,Furniture   ,11631.14,6,Active,nan,,nan
ORD-01829,29-03-2023,Rahul Verma,West,Electronics,42743.19,2.5,Active,nan,,nan
ORD-01441,26-05-2023,Ajay Rastogi,North,Office Supplies,"$1,479.08",15,Active,nan,,nan
ORD-01371,07-01-2023,Sunita Menon,East,Office Supplies,848.45,nan, Active,nan,,nan
ORD-01064,14-07-2023,Meena Krishnan,  West ,Electronics,0.0,5,Cancelled,nan,,nan
ORD-01991,11-02-2023,Pooja Iyer,North,Office Supplies,2162.92,25.5,Active,nan,,nan
ORD-01616,18-05-2024,  Lakshmi Venkat  ,North,Furniture,1191.21,4,Active,nan,,nan
ORD-02270,03-03-2023,Manish Srivastava,East,Furniture,NA,7,Active,nan,,nan
ORD-01582,20-11-2023,  Sanjay Joshi  ,West,Furniture,ERROR,3, Active,nan,,nan
ORD-02322,02-06-2023,Lakshmi Venkat,North,Office Supplies,2794.86,28,Active,nan,,nan
ORD-01219,04-10-2024,Lakshmi Venkat,North,Electronics,21526.31,3,Active,nan,,nan
ORD-02308,2023/07/20,Neha Tiwari,  North ,Electronics   ,nan,3,Active,nan,,nan
ORD-01150,14-05-2024,  Dev Mathur  ,North,Electronics,28697.32,five,Active,nan,,nan
ORD-02092,21-10-2024,Rajesh Choudhury,South,Office Supplies,2130.92,13,Active,nan,,nan
ORD-01160,nan,Rajesh Choudhury,South,Office Supplies   ,NA,25,Returned,nan,,nan
ORD-01559,nan,Neha Tiwari,North,Electronics,"$2,261.74",1,Active,nan,,nan
ORD-01040,18-11-2023,  Vikram Singh  ,West,Office Supplies,3221.89,nan,Active,nan,,nan
ORD-01846,13-11-2023,Asha Kulkarni,South,Furniture,17923.64,3, Active,nan,,nan
ORD-02292,20-08-2023,Kiran Nambiar,West,Electronics   ,"$9,501.96",3, Active,nan,,nan
ORD-02277,23-07-2024,Geeta Pandey,West,Office Supplies,329.96,29,Active,nan,,nan
ORD-02302,13-01-2023,Tarun Mukerjee,East,Office Supplies,2773.49,7,Active,nan,,nan
ORD-01928,29-10-2023,Vikram Singh,West,Office Supplies,0.0,1,Cancelled,nan,,nan
ORD-02063,18-08-2024,Vikram Singh,West,Furniture   ,15846.22,3,Active,nan,,nan
ORD-01498,03-12-2024,Arjun Reddy,South,Furniture,NA,2,Active,nan,,nan
ORD-01619,31-10-2024,Rohan Mehta,South,Furniture,934.23,1,Active,nan,,nan
ORD-02306,13-11-2023,Tarun Mukerjee,  East ,Furniture,17473.8,3,Active,nan,,nan
ORD-01325,04-08-2024,Tarun Mukerjee,East,Furniture   ,nan,8,Active,nan,,nan
ORD-01968,27-03-2024,  Kavya Nair  ,North,Electronics,27775.34,2,Active,nan,,nan
ORD-01337,2024/07/14,Varun Naik,North,Office Supplies,566.99,11,Active,nan,,nan
ORD-01412,26-01-2023,Manish Srivastava,East,Furniture,16593.69,2, Active,nan,,nan
ORD-02219,01-03-2024,Ananya Sharma,  North ,Furniture,6341.37,3,Active,nan,,nan
ORD-01444,14-04-2024,Smita Patil,East,Office Supplies,1422.12,14,Active,nan,,nan
ORD-02481,2023/12/20,  Dev Mathur  ,East,Furniture,8740.46,3, Active,nan,,nan
ORD-02064,17-06-2023,Vikram Singh,West,Furniture,11561.57,6, Active,nan,,nan
ORD-02359,07-02-2024,Priya Patel,East,Electronics,12900.91,5,Active,nan,,nan
ORD-01185,04-04-2024,  Harsh Shah  ,  West ,Electronics,"$20,778.64",2,Active,nan,,nan
ORD-01953,02-05-2024,Vivek Chopra,nan,Office Supplies   ,$0.00,22,Cancelled,nan,,nan
ORD-02248,15-02-2023,Sunita Menon,nan,Furniture,10314.02,6,Active,nan,,nan
ORD-01477,20-07-2024,Sunita Menon,  East ,Electronics,19198.54,3,Active,nan,,nan
ORD-02188,18-09-2023,Nidhi Bhatt,  South ,Office Supplies,106.13,24,Active,nan,,nan
ORD-01994,10-05-2023,  Aakash Bhat  ,South,Furniture,9558.64,five,Active,nan,,nan
ORD-01998,03-10-2024,Aakash Bhat,South,Electronics,NA,2,Cancelled,nan,,nan
ORD-01478,21-03-2023,Ajay Rastogi,  North ,Office Supplies,"$2,372.97",2, Active,nan,,nan
ORD-01358,05-12-2023,Arjun Reddy,South,Furniture   ,1936.61,4, Active,nan,,nan
ORD-01899,26-07-2023,Arjun Reddy,South,Electronics,36116.92,5,Active,nan,,nan
ORD-02147,14-05-2023,Tarun Mukerjee,East,Furniture,8291.37,3,Active,nan,,nan
ORD-02448,05-02-2024,Rajesh Choudhury,  East ,Furniture,nan,4.5,Cancelled,nan,,nan
ORD-01398,23-09-2024,  Neha Tiwari  ,North,Electronics   ,14265.88,4, Active,nan,,nan
ORD-02409,12-11-2023,Sunita Menon,East,Office Supplies,3049.49,4,Active,nan,,nan
ORD-01075,20-04-2023,Kiran Nambiar,West,Office Supplies,1836.95,2, Active,nan,,nan
ORD-02457,31-03-2024,Harsh Shah,North,Electronics,6194.68,5,Active,nan,,nan
ORD-01957,04-10-2023,Nikhil Desai,  South ,Furniture,"$11,881.88",7,Active,nan,,nan
ORD-01163,06-11-2024,Pooja Iyer,North,Office Supplies,2279.88,10,Active,nan,,nan
ORD-02231,12-10-2024,Deepa Pillai,East,Electronics,0.0,3,Cancelled,nan,,nan
ORD-02124,21-10-2023,Deepa Pillai,  East ,Office Supplies,$864.65,8,Active,nan,,nan
ORD-01108,20-12-2024,Bhavna Dubey,South,Furniture,4380.52,4,Active,nan,,nan
ORD-01159,31-08-2023,Divya Kaur,North,Office Supplies,1070.76,23,Active,nan,,nan
ORD-02327,13-08-2023,Neha Tiwari,North,Electronics,18298.78,3,Active,nan,,nan
ORD-02450,08-11-2023,Bhavna Dubey,South,Office Supplies,524.59,23,Active,nan,,nan
ORD-01717,01-04-2023,Kavya Nair,North,Furniture,0.0,1,Cancelled,nan,,nan
ORD-01251,2023/12/28,  Suresh Rao  ,West,Electronics   ,30165.21,1,Active,nan,,nan
ORD-01759,11-02-2024,nan,  South ,Electronics,5393.64,5, Active,nan,,nan
ORD-01059,26-04-2024,Riya Malhotra,East,Furniture,6488.95,4,Active,nan,,nan
ORD-01660,15-09-2023,Padma Subramaniam,South,Furniture,"$7,515.10",8,Active,nan,,nan
ORD-02235,04-10-2024,Dev Mathur,East,Electronics,0.0,3,Cancelled,nan,,nan
ORD-02185,25-10-2023,Bhavna Dubey,South,Furniture   ,0.0,3,Cancelled,nan,,nan
ORD-02482,10-01-2023,Varun Naik,North,Office Supplies,485.97,13,Active,nan,,nan
ORD-01029,21-07-2024,Riya Malhotra,  East ,Electronics,3937.89,nan, Active,nan,,nan
ORD-01461,30-10-2023,Vikram Singh,  West ,Electronics,nan,1.5,Active,nan,,nan
ORD-01519,20-09-2024,Smita Patil,nan,Office Supplies,2859.87,13,Active,nan,,nan
ORD-02325,15-06-2024,Bhavna Dubey,South,Office Supplies,1339.88,23,Active,nan,,nan
ORD-01903,15-11-2023,Priya Patel,East,Office Supplies,3057.97,11,Active,nan,,nan
ORD-01086,19-06-2023,Bhavna Dubey,  South ,Office Supplies   ,1892.73,30.5,Active,nan,,nan
ORD-02490,2024/12/15,Rahul Verma,West,Office Supplies   ,0.0,27,Returned,nan,,nan
ORD-01845,31-07-2023,Pooja Iyer,North,Office Supplies,2810.36,28, Active,nan,,nan
ORD-01640,08-07-2024,Priya Patel,East,Furniture,0.0,4,Returned,nan,,nan
ORD-02271,2024/10/09,Aakash Bhat,South,Office Supplies,0.0,6,Cancelled,nan,,nan
ORD-01376,2023/12/29,Nikhil Desai,South,Electronics,17288.88,4,Active,nan,,nan
ORD-02260,22-06-2023,Tara Saxena,East,Furniture,13898.99,3, Active,nan,,nan
ORD-01929,27-07-2024,Smita Patil,  East ,Furniture,NA,4,Active,nan,,nan
ORD-01697,20-02-2024,Tarun Mukerjee,East,Office Supplies,$0.00,24,Cancelled,nan,,nan
ORD-01635,19-11-2024,Pooja Iyer,North,Office Supplies,ERROR,6,Active,nan,,nan
ORD-01419,22-12-2024,Aakash Bhat,  South ,Office Supplies,2840.12,3, Active,nan,,nan
ORD-02187,09-06-2024,Sneha Gupta,East,Furniture,1972.37,5, Active,nan,,nan
ORD-02069,16-06-2023,Sneha Gupta,  East ,Office Supplies   ,$812.84,7, Active,nan,,nan
ORD-01838,23-07-2023,Varun Naik,North,Office Supplies   ,3245.91,1,Active,nan,,nan
ORD-01872,20-05-2024,Suresh Rao,West,Office Supplies,1691.21,14, Active,nan,,nan
ORD-02191,29-09-2023,  Gaurav Mishra  ,South,Electronics,nan,1,Returned,nan,,nan
ORD-01583,11-10-2024,nan,East,Electronics   ,"$34,444.74",2,Active,nan,,nan
ORD-01127,2024/07/06,Geeta Pandey,West,Office Supplies,0.0,14,Cancelled,nan,,nan
ORD-01144,26-11-2023,Neha Tiwari,North,Electronics   ,0.0,2,Returned,nan,,nan
ORD-02503,15-03-2024,Deepa Pillai,nan,Furniture,0.0,0,Active,nan,,nan
ORD-01453,2023/05/16,Manish Srivastava,West,Electronics,33099.74,1,Active,nan,,nan
ORD-01782,15-10-2024,  Vivek Chopra  ,  West ,Electronics   ,"$38,973.67",2,Active,nan,,nan
ORD-01263,23-03-2023,Lakshmi Venkat,North,Furniture,8192.71,7,Active,nan,,nan
ORD-01169,15-01-2023,Meena Krishnan,North,Furniture,6823.97,5,Active,nan,,nan
ORD-02345,06-10-2024,Tarun Mukerjee,East,Office Supplies,3040.96,13,Active,nan,,nan
ORD-02100,06-02-2023,Priya Patel,East,Office Supplies,0.0,10,Cancelled,nan,,nan
ORD-01791,2024/07/10,Smita Patil,East,Furniture,5173.24,3,Active,nan,,nan
ORD-01728,14-12-2023,Bhavna Dubey,South,Office Supplies,3023.98,16,Active,nan,,nan
ORD-01184,29-09-2023,Vikram Singh,West,Furniture,9611.71,2,Active,nan,,nan
ORD-01073,01-05-2024,Sarita Bansal,West,Electronics   ,20929.39,5,Active,nan,,nan
ORD-02184,18-08-2023,  Amit Kumar  ,nan,Office Supplies,2221.98,17,Active,nan,,nan
ORD-02272,30-06-2024,Ajay Rastogi,North,Furniture,0.0,3,Cancelled,nan,,nan
ORD-02118,2024-02-31,Rajesh Choudhury,  South ,Office Supplies,1613.64,25,Active,nan,,nan
ORD-01591,18-02-2024,Rohan Mehta,South,Office Supplies   ,ERROR,7,Cancelled,nan,,nan
ORD-02047,26-02-2023,Tarun Mukerjee,East,Office Supplies,0.0,26.5,Returned,nan,,nan
